Distance_(microns),Gray_Value
534.711,38.6972
535.071,39.4808
535.432,40.6509
535.792,40.2041
536.152,40.9159
536.513,39.8896
536.873,39.9248
537.233,40.1288
537.594,40.6255
537.954,40.8961
538.314,40.8006
538.675,40.7172
539.035,41.0815
539.395,42.1544
539.756,41.3308
540.116,40.7633
540.476,40.2148
540.836,39.0968
541.197,40.4344
541.557,40.8120
541.917,40.6897
542.278,41.7792
542.638,42.4747
542.998,43.4577
543.359,44.1523
543.719,44.2873
544.079,43.6067
544.440,43.5538
544.800,43.7156
545.160,42.2144
545.521,42.4780
545.881,41.0345
546.241,41.6398
546.602,42.2673
546.962,42.0544
547.322,42.2267
547.683,42.0398
548.043,42.6318
548.403,43.0385
548.763,43.0930
549.124,43.1822
549.484,43.3056
549.844,42.0523
550.205,42.1229
550.565,43.5200
550.925,42.9746
551.286,43.2216
551.646,42.2229
552.006,42.9525
552.367,41.8505
552.727,42.6178
553.087,42.6493
553.448,42.5215
553.808,42.8547
554.168,42.8796
554.529,43.4003
554.889,43.6245
555.249,43.4231
555.609,42.8742
555.970,43.2761
556.330,42.8771
