Distance_(microns),Gray_Value
407.519,38.2373
407.879,36.2941
408.240,36.8021
408.600,36.3468
408.960,36.4904
409.321,35.8585
409.681,34.4368
410.041,33.7302
410.402,33.6278
410.762,34.0329
411.122,34.8185
411.483,34.8161
411.843,34.3136
412.203,34.6065
412.564,34.7893
412.924,37.3709
413.284,34.6668
413.644,38.4144
414.005,37.0030
414.365,35.3671
414.725,35.5993
415.086,36.3240
415.446,36.4373
415.806,38.0198
416.167,36.8622
416.527,36.3572
416.887,36.9213
417.248,35.2653
417.608,35.5160
417.968,37.8769
418.329,35.2398
418.689,35.1985
419.049,36.6894
419.410,37.5125
419.770,38.8637
420.130,39.0083
420.490,39.0461
420.851,38.8636
421.211,38.7799
421.571,37.4132
421.932,38.7204
422.292,38.7215
422.652,38.4226
423.013,36.4781
423.373,38.7635
423.733,38.0521
424.094,39.0621
424.454,39.6618
424.814,37.5867
425.175,37.4628
425.535,38.8510
425.895,38.5868
426.256,37.9025
426.616,38.1513
426.976,38.4524
427.337,38.3953
427.697,38.8131
428.057,37.7234
428.417,37.8700
428.778,40.1844
429.138,38.8062
429.498,38.9433
429.859,39.9423
430.219,40.8666
430.579,41.2845
430.940,38.9051
431.300,40.3840
431.660,40.1544
432.021,39.9519
432.381,41.2512
432.741,41.5332
433.102,41.3771
433.462,40.7774
433.822,39.9795
434.183,41.8301
434.543,39.4957
434.903,39.6421
435.263,40.1810
435.624,39.2315
435.984,39.2800
436.344,38.1509
436.705,38.4828
437.065,37.5014
437.425,39.1913
437.786,39.7696
438.146,37.7558
438.506,37.1859
438.867,37.6471
439.227,38.8302
439.587,37.8343
439.948,37.2130
440.308,37.3874
440.668,36.8250
441.029,34.0891
441.389,35.8876
441.749,36.8270
442.110,36.6926
442.470,36.8020
442.830,38.1624
443.190,38.4803
443.551,37.2943
443.911,35.0135
444.271,36.0781
444.632,36.8158
444.992,37.1580
445.352,37.8478
445.713,36.7490
446.073,37.8869
446.433,34.9597
446.794,36.5380
447.154,35.7439
447.514,35.7917
447.875,36.6479
448.235,36.7540
448.595,36.2337
448.956,37.7852
449.316,38.1797
449.676,36.5153
450.036,36.4589
450.397,37.0232
450.757,36.5748
451.117,37.9080
451.478,36.5033
451.838,38.0227
452.198,37.9259
452.559,38.0743
452.919,37.1557
453.279,38.4175
453.640,38.7664
454.000,39.3136
454.360,39.1556
454.721,38.5058
455.081,39.2862
455.441,38.6974
455.802,39.5330
456.162,39.0764
456.522,39.6437
456.883,38.7933
457.243,37.2050
457.603,37.0066
457.964,37.2551
458.324,37.1524
458.684,37.7655
459.044,36.2247
459.405,37.2624
459.765,37.3532
460.125,36.3871
460.486,35.8349
460.846,36.9758
461.206,37.3799
461.567,37.4582
461.927,37.1478
462.287,37.9236
462.648,40.0461
463.008,37.8824
463.368,36.7445
463.729,37.3595
464.089,37.8755
464.449,38.5323
464.810,38.0367
465.170,38.1143
465.530,38.1714
465.890,36.4032
466.251,38.5332
466.611,39.4729
466.971,39.7565
467.332,40.6768
467.692,38.2113
468.052,37.7297
468.413,37.8253
468.773,38.3855
469.133,40.3473
469.494,38.5589
469.854,37.7687
470.214,39.5633
470.575,39.3659
470.935,38.4808
471.295,39.2317
471.656,38.9505
472.016,38.6315
